Provider Type Code,Provider Type Description,Provider Specialty Code,Provider Specialty Description,nucc_code,Taxonomy Description,match_confidence
"=""01""",GENERAL HOSPITAL,"=""200""",HOSPITAL WITH BIRTH/DELIVERY SERVICES,282N00000X,GENERAL ACUTE CARE HOSPITAL,source
"=""01""",GENERAL HOSPITAL,"=""200""",HOSPITAL WITH BIRTH/DELIVERY SERVICES,282NW0100X,GENERAL ACUTE CARE HOSPITAL - WOMEN,source
"=""01""",GENERAL HOSPITAL,"=""200""",HOSPITAL WITH BIRTH/DELIVERY SERVICES,284300000X,SPECIAL HOSPITAL,source
"=""01""",GENERAL HOSPITAL,"=""201""",EMERGENCY SERVICES,282N00000X,GENERAL ACUTE CARE HOSPITAL,source
"=""01""",GENERAL HOSPITAL,"=""201""",EMERGENCY SERVICES,284300000X,SPECIAL HOSPITAL,source
"=""01""",GENERAL HOSPITAL,"=""210""",PSYCHIATRIC COMMUNITY HOSPITAL/CSU CAP ONLY ADULT,284300000X,SPECIAL HOSPITAL,source
"=""01""",GENERAL HOSPITAL,"=""211""",PSYCHIATRIC COMMUNITY HOSPITAL/CSU CAP ONLY CHILD,284300000X,SPECIAL HOSPITAL,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,261QC0050X,CLINIC/CENTER - CRITICAL ACCESS HOSPITAL,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,273100000X,EPILEPSY UNIT,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,273R00000X,PSYCHIATRIC UNIT,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,273Y00000X,REHABILITATION UNIT,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,276400000X,"REHABILITATION, SUBSTANCE USE DISORDER UNIT",source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,282N00000X,GENERAL ACUTE CARE HOSPITAL,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,282NC0060X,GENERAL ACUTE CARE HOSPITAL - CRITICAL ACCESS,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,282NC2000X,GENERAL ACUTE CARE HOSPITAL - CHILDREN,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,282NR1301X,GENERAL ACUTE CARE HOSPITAL - RURAL,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,282NW0100X,GENERAL ACUTE CARE HOSPITAL - WOMEN,source
"=""01""",GENERAL HOSPITAL,"=""901""",GENERAL HOSPITAL,284300000X,SPECIAL HOSPITAL,source
"=""04""",STATE MENTAL HOSPITAL,"=""904""",STATE MENTAL HOSPITAL,283Q00000X,PSYCHIATRIC HOSPITAL,source
"=""05""",COMMUNITY BEHAVIORAL HEALTH SERVICES,"=""202""",QUALIFIED RESIDENTIAL TREATMENT PROGRAM,322D00000X,"RESIDENTIAL TREATMENT FACILITY, EMOTIONALLY DISTURBED CHILDREN",source
"=""05""",COMMUNITY BEHAVIORAL HEALTH SERVICES,"=""203""",LICENSED RESIDENTIAL TREATMENT PROGRAM,322D00000X,"RESIDENTIAL TREATMENT FACILITY, EMOTIONALLY DISTURBED CHILDREN",source
"=""05""",COMMUNITY BEHAVIORAL HEALTH SERVICES,"=""204""",THERAPEUTIC GROUP CARE,320800000X,"COMMUNITY BASED RESIDENTIAL TREATMENT FACILITY, MENTAL ILLNESS",source
"=""05""",COMMUNITY BEHAVIORAL HEALTH SERVICES,"=""905""",COMMUNITY MENTAL HEALTH SERVICES,251S00000X,COMMUNITY/BEHAVIORAL HEALTH,source
"=""05""",COMMUNITY BEHAVIORAL HEALTH SERVICES,"=""905""",COMMUNITY MENTAL HEALTH SERVICES,261QC1500X,CLINIC/CENTER - COMMUNITY HEALTH,source
"=""05""",COMMUNITY BEHAVIORAL HEALTH SERVICES,"=""905""",COMMUNITY MENTAL HEALTH SERVICES,261QM0801X,CLINIC/CENTER - MENTAL HEALTH (INCLUDING COMMUNITY MENTAL HEALTH CENTER),source
"=""05""",COMMUNITY BEHAVIORAL HEALTH SERVICES,"=""905""",COMMUNITY MENTAL HEALTH SERVICES,261QM0850X,CLINIC/CENTER - ADULT MENTAL HEALTH,source
"=""05""",COMMUNITY BEHAVIORAL HEALTH SERVICES,"=""905""",COMMUNITY MENTAL HEALTH SERVICES,261QM0855X,CLINIC/CENTER - ADOLESCENT AND CHILDREN MENTAL HEALTH,source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261Q00000X,CLINIC/CENTER,source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261QA0005X,CLINIC/CENTER - AMBULATORY FAMILY PLANNING FACILITY,source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261QA0006X,CLINIC/CENTER - AMBULATORY FERTILITY FACILITY,source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261QA1903X,CLINIC/CENTER - AMBULATORY SURGICAL,source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261QD0000X,CLINIC/CENTER - DENTAL,source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261QE0800X,CLINIC/CENTER - ENDOSCOPY,source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261QF0050X,"CLINIC/CENTER - FAMILY PLANNING, NON-SURGICAL",source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261QG0250X,CLINIC/CENTER - GENETICS,source
"=""06""",AMBULATORY HEALTH CARE FACILITY,"=""906""",AMBULATORY SURGERY CENTER,261QL0400X,CLINIC/CENTER - LITHOTRIPSY,source
"=""07""",SPECIALIZED THERAPEUTIC SERVICES,"=""066""",COMPREHENSIVE BEHAVIORAL HEALTH ASSESSMENT,101YM0800X,COUNSELOR - MENTAL HEALTH,source
"=""07""",SPECIALIZED THERAPEUTIC SERVICES,"=""066""",COMPREHENSIVE BEHAVIORAL HEALTH ASSESSMENT,103T00000X,PSYCHOLOGIST,source
"=""07""",SPECIALIZED THERAPEUTIC SERVICES,"=""067""",SPECIALIZED THERAPEUTIC FOSTER CARE,253J00000X,FOSTER CARE AGENCY,source
"=""07""",SPECIALIZED THERAPEUTIC SERVICES,"=""907""",SPECIALIZED THERAPEUTIC SERVICES,101YM0800X,COUNSELOR - MENTAL HEALTH,source
"=""07""",SPECIALIZED THERAPEUTIC SERVICES,"=""907""",SPECIALIZED THERAPEUTIC SERVICES,103T00000X,PSYCHOLOGIST,source
"=""08""",SCHOOL DISTRICT,"=""908""",SCHOOL DISTRICT,251300000X,LOCAL EDUCATION AGENCY (LEA),source
"=""09""",HOSPITAL-BASED SKILLED NURSING FACILITY,"=""909""",HOSPITAL-BASED SKILLED NURSING FACILITY,313M00000X,NURSING FACILITY/INTERMEDIATE CARE FACILITY,source
"=""10""",SKILLED NURSING FACILITY,"=""910""",SKILLED NURSING FACILITY,311500000X,ALZHEIMER CENTER (DEMENTIA CENTER),source
"=""10""",SKILLED NURSING FACILITY,"=""910""",SKILLED NURSING FACILITY,313M00000X,NURSING FACILITY/INTERMEDIATE CARE FACILITY,source
"=""10""",SKILLED NURSING FACILITY,"=""910""",SKILLED NURSING FACILITY,314000000X,SKILLED NURSING FACILITY,source
"=""10""",SKILLED NURSING FACILITY,"=""910""",SKILLED NURSING FACILITY,3140N1450X,"SKILLED NURSING FACILITY - NURSING CARE, PEDIATRIC",source
"=""11""",STATE ICF/DD FACILITY,"=""911""",STATE ICF/DD FACILITY,310500000X,"INTERMEDIATE CARE FACILITY, MENTAL ILLNESS",source
"=""11""",STATE ICF/DD FACILITY,"=""911""",STATE ICF/DD FACILITY,315P00000X,"INTERMEDIATE CARE FACILITY, MENTALLY RETARDED",source
"=""11""",STATE ICF/DD FACILITY,"=""911""",STATE ICF/DD FACILITY,320600000X,"RESIDENTIAL TREATMENT FACILITY, MENTAL RETARDATION AND/OR DEVELOPMENTAL DISABILITIES",source
"=""11""",STATE ICF/DD FACILITY,"=""911""",STATE ICF/DD FACILITY,320700000X,"RESIDENTIAL TREATMENT FACILITY, PHYSICAL DISABILITIES",source
"=""12""",PRIVATE ICF/DD FACILITY,"=""912""",PRIVATE ICF/DD FACILITY,310500000X,"INTERMEDIATE CARE FACILITY, MENTAL ILLNESS",source
"=""12""",PRIVATE ICF/DD FACILITY,"=""912""",PRIVATE ICF/DD FACILITY,315P00000X,"INTERMEDIATE CARE FACILITY, MENTALLY RETARDED",source
"=""12""",PRIVATE ICF/DD FACILITY,"=""912""",PRIVATE ICF/DD FACILITY,320600000X,"RESIDENTIAL TREATMENT FACILITY, MENTAL RETARDATION AND/OR DEVELOPMENTAL DISABILITIES",source
"=""12""",PRIVATE ICF/DD FACILITY,"=""912""",PRIVATE ICF/DD FACILITY,320700000X,"RESIDENTIAL TREATMENT FACILITY, PHYSICAL DISABILITIES",source
"=""13""",RURAL HOSPITAL SWING BED FACILITY,"=""913""",RURAL HOSPITAL SWING BED FACILITY,275N00000X,MEDICARE DEFINED SWING BED UNIT,source
"=""14""",ASSISTIVE CARE SERVICES,"=""121""",ASSISTED LIVING,310400000X,ASSISTED LIVING FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""121""",ASSISTED LIVING,3104A0630X,"ASSISTED LIVING FACILITY - ASSISTED LIVING, BEHAVIORAL DISTURBANCES",source
"=""14""",ASSISTIVE CARE SERVICES,"=""121""",ASSISTED LIVING,311Z00000X,CUSTODIAL CARE FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""122""",EXTENDED CONGREGATE CARE,310400000X,ASSISTED LIVING FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""122""",EXTENDED CONGREGATE CARE,311Z00000X,CUSTODIAL CARE FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""123""",LIMITED NURSING SPECIALTY LICENSE,310400000X,ASSISTED LIVING FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""123""",LIMITED NURSING SPECIALTY LICENSE,311Z00000X,CUSTODIAL CARE FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""124""",LIMITED MENTAL HEALTH SPECIALTY LICENSE,3104A0625X,"ASSISTED LIVING FACILITY - ASSISTED LIVING, MENTAL ILLNESS",source
"=""14""",ASSISTIVE CARE SERVICES,"=""124""",LIMITED MENTAL HEALTH SPECIALTY LICENSE,311Z00000X,CUSTODIAL CARE FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""125""",ADULT FAMILY CARE HOME,311ZA0620X,CUSTODIAL CARE FACILITY - ADULT CARE HOME,source
"=""14""",ASSISTIVE CARE SERVICES,"=""126""",RESIDENTIAL TREATMENT FACILITY,310400000X,ASSISTED LIVING FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""914""",ASSISTIVE CARE SERVICES,251X00000X,SUPPORTS BROKERAGE,source
"=""14""",ASSISTIVE CARE SERVICES,"=""914""",ASSISTIVE CARE SERVICES,310400000X,ASSISTED LIVING FACILITY,source
"=""14""",ASSISTIVE CARE SERVICES,"=""914""",ASSISTIVE CARE SERVICES,3747A0650X,TECHNICIAN - ATTENDANT CARE PROVIDER,source
"=""15""",HOSPICE,"=""915""",HOSPICE,251G00000X,"HOSPICE CARE, COMMUNITY BASED",source
"=""15""",HOSPICE,"=""915""",HOSPICE,315D00000X,"HOSPICE, INPATIENT",source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""300""",FREESTANDING PSYCHIATRIC HOSPITAL FOR CHILDREN,283Q00000X,PSYCHIATRIC HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""300""",FREESTANDING PSYCHIATRIC HOSPITAL FOR CHILDREN,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""300""",FREESTANDING PSYCHIATRIC HOSPITAL FOR CHILDREN,322D00000X,"RESIDENTIAL TREATMENT FACILITY, EMOTIONALLY DISTURBED CHILDREN",source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""301""",FREESTANDING PSYCHIATRIC HOSPITAL FOR ADULTS,283Q00000X,PSYCHIATRIC HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""301""",FREESTANDING PSYCHIATRIC HOSPITAL FOR ADULTS,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""302""",ADDICTIONS RECEIVING FACILITIES,283Q00000X,PSYCHIATRIC HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""302""",ADDICTIONS RECEIVING FACILITIES,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""302""",ADDICTIONS RECEIVING FACILITIES,324500000X,SUBSTANCE ABUSE REHABILITATION FACILITY,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""303""",RESIDENTIAL TREATMENT CENTERS FOR CHILD/ADOLESCENT,283Q00000X,PSYCHIATRIC HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""303""",RESIDENTIAL TREATMENT CENTERS FOR CHILD/ADOLESCENT,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""303""",RESIDENTIAL TREATMENT CENTERS FOR CHILD/ADOLESCENT,323P00000X,PSYCHIATRIC RESIDENTIAL TREATMENT FACILITY,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""303""",RESIDENTIAL TREATMENT CENTERS FOR CHILD/ADOLESCENT,3245S0500X,"SUBSTANCE ABUSE REHABILITATION FACILITY - SUBSTANCE ABUSE TREATMENT, CHILDREN",source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""304""",CRISIS STABILIZATION UNIT,283Q00000X,PSYCHIATRIC HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""304""",CRISIS STABILIZATION UNIT,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""305""",SHORT-TERM RESIDENTIAL TREATMENT,283Q00000X,PSYCHIATRIC HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""305""",SHORT-TERM RESIDENTIAL TREATMENT,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""306""",PSYCHIATRIC RESIDENTIAL TREATEMENT FACILITY,283Q00000X,PSYCHIATRIC HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""306""",PSYCHIATRIC RESIDENTIAL TREATEMENT FACILITY,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""916""",SIPP,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""916""",SIPP,323P00000X,PSYCHIATRIC RESIDENTIAL TREATMENT FACILITY,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""917""",OUT OF STATE SIPP,284300000X,SPECIAL HOSPITAL,source
"=""16""",RESIDENTIAL AND FREESTANDING PSYCHIATRIC FACILITY,"=""917""",OUT OF STATE SIPP,323P00000X,PSYCHIATRIC RESIDENTIAL TREATMENT FACILITY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""150""",COMMUNITY PHARMACY,333600000X,PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""150""",COMMUNITY PHARMACY,3336C0003X,PHARMACY - COMMUNITY/RETAIL PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""150""",COMMUNITY PHARMACY,3336C0004X,PHARMACY - COMPOUNDING PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""151""",INFUSION PHARMACY,261QI0500X,CLINIC/CENTER - INFUSION THERAPY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""151""",INFUSION PHARMACY,3336H0001X,PHARMACY - HOME INFUSION THERAPY PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""152""",LTC - NON COMMUNITY,3336L0003X,PHARMACY - LONG TERM CARE PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""153""",INSTITUTIONAL CLASS I PHARMACY (HOSPITAL/NH),3336C0002X,PHARMACY - CLINIC PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""153""",INSTITUTIONAL CLASS I PHARMACY (HOSPITAL/NH),3336I0012X,PHARMACY - INSTITUTIONAL PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""154""",TAX SUPPORTED,3336C0003X,PHARMACY - COMMUNITY/RETAIL PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""155""",340B PHARMACY,3336C0003X,PHARMACY - COMMUNITY/RETAIL PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""156""",DISPENSING PRACTITIONER,332900000X,NON-PHARMACY DISPENSING SITE,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""157""",NUCLEAR PHARMACY,3336N0007X,PHARMACY - NUCLEAR PHARMACY,source
"=""20""",PRESCRIBED DRUG SERVICES,"=""158""","SPECIAL PHARMACY (PARENTERAL, ALF, CLSD SYS, ESRD)",3336S0011X,PHARMACY - SPECIALTY PHARMACY,source
"=""23""",MEDICAL FOSTER CARE/ PERSONAL CARE PROVIDER,"=""923""",MEDICAL FOSTER CARE/ PERSONAL CARE PROVIDER,3747P1801X,TECHNICIAN - PERSONAL CARE ATTENDANT,source
"=""24""",PRESCRIBED PEDIATRIC EXTENDED CARE (PPECC),"=""924""",PRESCRIBED PEDIATRIC EXTENDED CARE (PPECC),261QM3000X,CLINIC/CENTER - MEDICALLY FRAGILE INTANTS AND CHILDREN DAY CARE,source
"=""25""",PHYSICIAN (M.D.),"=""001""",ADOLESCENT MEDICINE,207QA0000X,FAMILY MEDICINE - ADOLESCENT MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""001""",ADOLESCENT MEDICINE,207RA0000X,INTERNAL MEDICINE - ADOLESCENT MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""001""",ADOLESCENT MEDICINE,2080A0000X,PEDIATRICS - ADOLESCENT MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""001""",ADOLESCENT MEDICINE,2084E0001X,EPILEPSY PHYSICIAN,source
"=""25""",PHYSICIAN (M.D.),"=""001""",ADOLESCENT MEDICINE,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""002""",ALLERGY,207K00000X,ALLERGY & IMMUNOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""002""",ALLERGY,207KA0200X,ALLERGY & IMMUNOLOGY - ALLERGY,source
"=""25""",PHYSICIAN (M.D.),"=""002""",ALLERGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""003""",ANESTHESIOLOGY,207L00000X,ANESTHESIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""003""",ANESTHESIOLOGY,207LA0401X,ANESTHESIOLOGY - ADDICTION MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""003""",ANESTHESIOLOGY,207LC0200X,ANESTHESIOLOGY - CRITICAL CARE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""003""",ANESTHESIOLOGY,207LH0002X,ANESTHESIOLOGY - HOSPICE AND PALLIATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""003""",ANESTHESIOLOGY,207LP2900X,ANESTHESIOLOGY - PAIN MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""003""",ANESTHESIOLOGY,207LP3000X,ANESTHESIOLOGY - PEDIATRIC ANESTHESIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""003""",ANESTHESIOLOGY,207LP4000X,ANESTHESIOLOGY - PHYSICIAN NUTRITION SPECIALIST,source
"=""25""",PHYSICIAN (M.D.),"=""003""",ANESTHESIOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""004""",CARDIOVASCULAR MEDICINE,207RC0000X,INTERNAL MEDICINE - CARDIOVASCULAR DISEASE,source
"=""25""",PHYSICIAN (M.D.),"=""004""",CARDIOVASCULAR MEDICINE,207RC0001X,INTERNAL MEDICINE - CLINICAL CARDIAC ELECTROPHYSIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""004""",CARDIOVASCULAR MEDICINE,207RI0011X,INTERNAL MEDICINE - INTERVENTIONAL CARDIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""004""",CARDIOVASCULAR MEDICINE,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""005""",DERMATOLOGY,207N00000X,DERMATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""005""",DERMATOLOGY,207ND0101X,DERMATOLOGY - MOHS-MICROGRAPHIC SURGERY,source
"=""25""",PHYSICIAN (M.D.),"=""005""",DERMATOLOGY,207ND0900X,DERMATOLOGY - DERMATOPATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""005""",DERMATOLOGY,207NI0002X,DERMATOLOGY - CLINICAL & LABORATORY DERMATOLOGICAL IMMUNOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""005""",DERMATOLOGY,207NP0225X,DERMATOLOGY - PEDIATRIC DERMATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""005""",DERMATOLOGY,207NS0135X,DERMATOLOGY - PROCEDURAL DERMATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""005""",DERMATOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""006""",DIABETES,207QB0505X,INTERNAL MEDICINE - DIABETOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""006""",DIABETES,207QD0401X,FAMILY MEDICINE - DIABETOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""006""",DIABETES,207RE0101X,"INTERNAL MEDICINE - ENDOCRINOLOGY, DIABETES & METABOLISM",source
"=""25""",PHYSICIAN (M.D.),"=""006""",DIABETES,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""007""",EMERGENCY MEDICINE,207P00000X,EMERGENCY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""007""",EMERGENCY MEDICINE,207PE0004X,EMERGENCY MEDICINE - EMERGENCY MEDICAL SERVICES,source
"=""25""",PHYSICIAN (M.D.),"=""007""",EMERGENCY MEDICINE,207PE0005X,EMERGENCY MEDICINE - UNDERSEA AND HYPERBARIC MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""007""",EMERGENCY MEDICINE,207PH0002X,EMERGENCY MEDICINE - HOSPICE AND PALLIATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""007""",EMERGENCY MEDICINE,207PP0204X,EMERGENCY MEDICINE - PEDIATRIC EMERGENCY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""007""",EMERGENCY MEDICINE,207PS0010X,EMERGENCY MEDICINE - SPORTS MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""007""",EMERGENCY MEDICINE,207PT0002X,EMERGENCY MEDICINE - MEDICAL TOXICOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""007""",EMERGENCY MEDICINE,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""008""",ENDOCRINOLOGY,207RE0101X,"INTERNAL MEDICINE - ENDOCRINOLOGY, DIABETES & METABOLISM",source
"=""25""",PHYSICIAN (M.D.),"=""008""",ENDOCRINOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,202D00000X,INTEGRATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207Q00000X,FAMILY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207QA0401X,FAMILY MEDICINE - ADDICTION MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207QA0505X,FAMILY MEDICINE - ADULT MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207QB0002X,FAMILY MEDICINE - OBESITY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207QD0401X,FAMILY MEDICINE - DIABETOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207QH0002X,FAMILY MEDICINE - HOSPICE AND PALLIATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207QP0002X,FAMILY MEDICINE - PHYSICIAN NUTRITION SPECIALIST,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207QS0010X,FAMILY MEDICINE - SPORTS MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,207QS1201X,FAMILY MEDICINE - SLEEP MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""009""",FAMILY PRACTICE,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""010""",GASTROENTEROLOGY,207RG0100X,INTERNAL MEDICINE - GASTROENTEROLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""010""",GASTROENTEROLOGY,207RT0003X,INTERNAL MEDICINE - TRANSPLANT HEPATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""010""",GASTROENTEROLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""011""",GENERAL PRACTICE (DEFAULT SPEC FOR PHYS),202D00000X,INTEGRATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""011""",GENERAL PRACTICE (DEFAULT SPEC FOR PHYS),2084E0001X,EPILEPSY PHYSICIAN,source
"=""25""",PHYSICIAN (M.D.),"=""011""",GENERAL PRACTICE (DEFAULT SPEC FOR PHYS),208D00000X,GENERAL PRACTICE,source
"=""25""",PHYSICIAN (M.D.),"=""011""",GENERAL PRACTICE (DEFAULT SPEC FOR PHYS),261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,202D00000X,INTEGRATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,207RA0401X,INTERNAL MEDICINE - ADDICTION MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,2083A0100X,PREVENTIVE MEDICINE - AEROSPACE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,2083B0002X,PREVENTIVE MEDICINE - OBESITY MEDICINE,source
